question,label
How often to water banana?,IRRIGATION_GUIDE
Which fertilizer is best for soybean?,FERTILIZER_SUGGESTION
banana ला leaf spot झाला तर काय करावे?,CROP_DISEASE
How to protect banana from aphids?,CROP_DISEASE
tomato ला rust झाला तर काय करावे?,CROP_DISEASE
Is drip irrigation good for cotton?,IRRIGATION_GUIDE
How often to water millet?,IRRIGATION_GUIDE
Best nutrients for sunflower,FERTILIZER_SUGGESTION
maize साठी कोणते खत वापरावे?,FERTILIZER_SUGGESTION
How to avoid insects while storing cotton?,STORAGE_GUIDE
grapes साठी कोणते खत वापरावे?,FERTILIZER_SUGGESTION
How to reduce soil acidity?,SOIL_HEALTH
sugarcane me paani kab dena chahiye?,IRRIGATION_GUIDE
How to improve soil health?,SOIL_HEALTH
How to store millet?,STORAGE_GUIDE
tomato me aphids ka ilaj kya hai?,CROP_DISEASE
grapes me paani kab dena chahiye?,IRRIGATION_GUIDE
Will it rain today in Bhopal?,WEATHER_QUERY
banana ला whitefly झाला तर काय करावे?,CROP_DISEASE
Storage method for wheat,STORAGE_GUIDE
Mitti ki upj kaise badhaye?,SOIL_HEALTH
sunflower साठी सर्वोत्तम बियाणे कोणते?,SEED_GUIDE
मातीची सुपीकता कशी वाढवावी?,SOIL_HEALTH
Is drip irrigation good for groundnut?,IRRIGATION_GUIDE
How to reduce soil acidity?,SOIL_HEALTH
Mitti ki upj kaise badhaye?,SOIL_HEALTH
What is today's weather?,WEATHER_QUERY
How to store tomato?,STORAGE_GUIDE
Which hybrid seeds are good for groundnut?,SEED_GUIDE
soybean साठी कोणते खत वापरावे?,FERTILIZER_SUGGESTION
Is drip irrigation good for tomato?,IRRIGATION_GUIDE
How much NPK for potato?,FERTILIZER_SUGGESTION
sunflower disease leaf spot treatment?,CROP_DISEASE
Is drip irrigation good for sugarcane?,IRRIGATION_GUIDE
Which fertilizer is best for cotton?,FERTILIZER_SUGGESTION
Which hybrid seeds are good for cotton?,SEED_GUIDE
tomato साठी सर्वोत्तम बियाणे कोणते?,SEED_GUIDE
Kal barsaat hogi kya?,WEATHER_QUERY
Symptoms of root rot in soybean,CROP_DISEASE
soybean ला stem borer झाला तर काय करावे?,CROP_DISEASE
How to improve soil health?,SOIL_HEALTH
How to avoid insects while storing soybean?,STORAGE_GUIDE
Kal barsaat hogi kya?,WEATHER_QUERY
grapes साठी कोणते खत वापरावे?,FERTILIZER_SUGGESTION
When should I irrigate cotton?,IRRIGATION_GUIDE
millet ko kaise store kare?,STORAGE_GUIDE
pulses कसा साठवावा?,STORAGE_GUIDE
Mitti ki upj kaise badhaye?,SOIL_HEALTH
How to improve soil health?,SOIL_HEALTH
Humidity level today?,WEATHER_QUERY
When should I irrigate tomato?,IRRIGATION_GUIDE
potato me paani kab dena chahiye?,IRRIGATION_GUIDE
Best nutrients for tomato,FERTILIZER_SUGGESTION
Kal barsaat hogi kya?,WEATHER_QUERY
soybean ला root rot झाला तर काय करावे?,CROP_DISEASE
Symptoms of stem borer in pulses,CROP_DISEASE
High yield variety of soybean,SEED_GUIDE
What is today's weather?,WEATHER_QUERY
आज पाऊस येईल का?,WEATHER_QUERY
मातीची सुपीकता कशी वाढवावी?,SOIL_HEALTH
groundnut साठी कोणते खत वापरावे?,FERTILIZER_SUGGESTION
मातीची सुपीकता कशी वाढवावी?,SOIL_HEALTH
tomato me fungal infection ka ilaj kya hai?,CROP_DISEASE
How often to water banana?,IRRIGATION_GUIDE
How much NPK for millet?,FERTILIZER_SUGGESTION
sugarcane me bollworm ka ilaj kya hai?,CROP_DISEASE
Storage method for millet,STORAGE_GUIDE
onion me blight ka ilaj kya hai?,CROP_DISEASE
millet ko kaise store kare?,STORAGE_GUIDE
Mitti ki upj kaise badhaye?,SOIL_HEALTH
soybean ke liye kaunsa fertilizer sahi hai?,FERTILIZER_SUGGESTION
tomato साठी कोणते खत वापरावे?,FERTILIZER_SUGGESTION
Will it rain today in Hyderabad?,WEATHER_QUERY
Will it rain today in Bhopal?,WEATHER_QUERY
wheat साठी कोणते खत वापरावे?,FERTILIZER_SUGGESTION
How to protect sugarcane from fungal infection?,CROP_DISEASE
How to improve soil health?,SOIL_HEALTH
What is today's weather?,WEATHER_QUERY
millet me paani kab dena chahiye?,IRRIGATION_GUIDE
Will it rain today in Hyderabad?,WEATHER_QUERY
grapes ला blight झाला तर काय करावे?,CROP_DISEASE
Is drip irrigation good for sunflower?,IRRIGATION_GUIDE
Best compost for healthy soil,SOIL_HEALTH
tomato ला पाणी कधी द्यावे?,IRRIGATION_GUIDE
maize me root rot ka ilaj kya hai?,CROP_DISEASE
आज पाऊस येईल का?,WEATHER_QUERY
grapes ke liye kaunsa fertilizer sahi hai?,FERTILIZER_SUGGESTION
How to reduce soil acidity?,SOIL_HEALTH
How to store pulses?,STORAGE_GUIDE
onion ke liye kaunsa fertilizer sahi hai?,FERTILIZER_SUGGESTION
Storage method for soybean,STORAGE_GUIDE
banana disease blast treatment?,CROP_DISEASE
groundnut me paani kab dena chahiye?,IRRIGATION_GUIDE
Storage method for millet,STORAGE_GUIDE
How to improve soil health?,SOIL_HEALTH
High yield variety of maize,SEED_GUIDE
onion ला पाणी कधी द्यावे?,IRRIGATION_GUIDE
How to reduce soil acidity?,SOIL_HEALTH
soybean ला पाणी कधी द्यावे?,IRRIGATION_GUIDE
High yield variety of tomato,SEED_GUIDE
High yield variety of onion,SEED_GUIDE
Kal barsaat hogi kya?,WEATHER_QUERY
How to reduce soil acidity?,SOIL_HEALTH
onion disease leaf spot treatment?,CROP_DISEASE
Humidity level today?,WEATHER_QUERY
Which fertilizer is best for tomato?,FERTILIZER_SUGGESTION
millet साठी सर्वोत्तम बियाणे कोणते?,SEED_GUIDE
millet ला पाणी कधी द्यावे?,IRRIGATION_GUIDE
tomato ke liye beej kaunsa le?,SEED_GUIDE
How to store wheat?,STORAGE_GUIDE
Mitti ki upj kaise badhaye?,SOIL_HEALTH
Will it rain today in Nashik?,WEATHER_QUERY
Best compost for healthy soil,SOIL_HEALTH
Kal barsaat hogi kya?,WEATHER_QUERY
How to reduce soil acidity?,SOIL_HEALTH
rice ला पाणी कधी द्यावे?,IRRIGATION_GUIDE
millet कसा साठवावा?,STORAGE_GUIDE
rice me stem borer ka ilaj kya hai?,CROP_DISEASE
rice disease rust treatment?,CROP_DISEASE
grapes कसा साठवावा?,STORAGE_GUIDE
tomato कसा साठवावा?,STORAGE_GUIDE
onion साठी सर्वोत्तम बियाणे कोणते?,SEED_GUIDE
Kal barsaat hogi kya?,WEATHER_QUERY
millet ke liye beej kaunsa le?,SEED_GUIDE
Will it rain today in Nashik?,WEATHER_QUERY
Will it rain today in Lucknow?,WEATHER_QUERY
pulses ke liye beej kaunsa le?,SEED_GUIDE
potato me paani kab dena chahiye?,IRRIGATION_GUIDE
Mitti ki upj kaise badhaye?,SOIL_HEALTH
How much NPK for potato?,FERTILIZER_SUGGESTION
How to store rice?,STORAGE_GUIDE
soybean me paani kab dena chahiye?,IRRIGATION_GUIDE
मातीची सुपीकता कशी वाढवावी?,SOIL_HEALTH
आज पाऊस येईल का?,WEATHER_QUERY
Which hybrid seeds are good for grapes?,SEED_GUIDE
Is drip irrigation good for sunflower?,IRRIGATION_GUIDE
Symptoms of fungal infection in soybean,CROP_DISEASE
How to improve soil health?,SOIL_HEALTH
Mitti ki upj kaise badhaye?,SOIL_HEALTH
cotton साठी कोणते खत वापरावे?,FERTILIZER_SUGGESTION
मातीची सुपीकता कशी वाढवावी?,SOIL_HEALTH
Humidity level today?,WEATHER_QUERY
Best compost for healthy soil,SOIL_HEALTH
Best seed variety for sunflower?,SEED_GUIDE
How to improve soil health?,SOIL_HEALTH
How to improve soil health?,SOIL_HEALTH
banana साठी सर्वोत्तम बियाणे कोणते?,SEED_GUIDE
How to improve soil health?,SOIL_HEALTH
cotton me rust ka ilaj kya hai?,CROP_DISEASE
Best seed variety for tomato?,SEED_GUIDE
sunflower साठी सर्वोत्तम बियाणे कोणते?,SEED_GUIDE
cotton me stem borer ka ilaj kya hai?,CROP_DISEASE
Kal barsaat hogi kya?,WEATHER_QUERY
How much NPK for sunflower?,FERTILIZER_SUGGESTION
How to protect rice from bollworm?,CROP_DISEASE
Which fertilizer is best for groundnut?,FERTILIZER_SUGGESTION
How much NPK for tomato?,FERTILIZER_SUGGESTION
Which hybrid seeds are good for banana?,SEED_GUIDE
Kal barsaat hogi kya?,WEATHER_QUERY
Which fertilizer is best for maize?,FERTILIZER_SUGGESTION
Which hybrid seeds are good for wheat?,SEED_GUIDE
Is drip irrigation good for banana?,IRRIGATION_GUIDE
soybean ला पाणी कधी द्यावे?,IRRIGATION_GUIDE
Storage method for maize,STORAGE_GUIDE
Which fertilizer is best for tomato?,FERTILIZER_SUGGESTION
maize साठी सर्वोत्तम बियाणे कोणते?,SEED_GUIDE
How to avoid insects while storing tomato?,STORAGE_GUIDE
High yield variety of potato,SEED_GUIDE
आज पाऊस येईल का?,WEATHER_QUERY
How much NPK for grapes?,FERTILIZER_SUGGESTION
soybean ko kaise store kare?,STORAGE_GUIDE
Is drip irrigation good for banana?,IRRIGATION_GUIDE
How to reduce soil acidity?,SOIL_HEALTH
High yield variety of groundnut,SEED_GUIDE
millet me bollworm ka ilaj kya hai?,CROP_DISEASE
Best nutrients for cotton,FERTILIZER_SUGGESTION
Best compost for healthy soil,SOIL_HEALTH
Which fertilizer is best for sunflower?,FERTILIZER_SUGGESTION
How to avoid insects while storing banana?,STORAGE_GUIDE
How to avoid insects while storing wheat?,STORAGE_GUIDE
pulses ke liye kaunsa fertilizer sahi hai?,FERTILIZER_SUGGESTION
banana साठी सर्वोत्तम बियाणे कोणते?,SEED_GUIDE
How much NPK for soybean?,FERTILIZER_SUGGESTION
How to protect millet from blight?,CROP_DISEASE
Mitti ki upj kaise badhaye?,SOIL_HEALTH
Will it rain today in Nagpur?,WEATHER_QUERY
Which hybrid seeds are good for pulses?,SEED_GUIDE
Symptoms of fungal infection in cotton,CROP_DISEASE
High yield variety of millet,SEED_GUIDE
tomato me paani kab dena chahiye?,IRRIGATION_GUIDE
Best compost for healthy soil,SOIL_HEALTH
cotton ला blight झाला तर काय करावे?,CROP_DISEASE
Best seed variety for millet?,SEED_GUIDE
Best compost for healthy soil,SOIL_HEALTH
soybean ke liye kaunsa fertilizer sahi hai?,FERTILIZER_SUGGESTION
मातीची सुपीकता कशी वाढवावी?,SOIL_HEALTH
How much NPK for millet?,FERTILIZER_SUGGESTION
How to store millet?,STORAGE_GUIDE
Is drip irrigation good for sugarcane?,IRRIGATION_GUIDE
How often to water sugarcane?,IRRIGATION_GUIDE
Symptoms of stem borer in tomato,CROP_DISEASE
Which hybrid seeds are good for sunflower?,SEED_GUIDE
How to reduce soil acidity?,SOIL_HEALTH
Is drip irrigation good for grapes?,IRRIGATION_GUIDE
आज पाऊस येईल का?,WEATHER_QUERY
Is drip irrigation good for millet?,IRRIGATION_GUIDE
Best nutrients for onion,FERTILIZER_SUGGESTION
आज पाऊस येईल का?,WEATHER_QUERY
Is drip irrigation good for groundnut?,IRRIGATION_GUIDE
sugarcane me paani kab dena chahiye?,IRRIGATION_GUIDE
What is today's weather?,WEATHER_QUERY
Best nutrients for sugarcane,FERTILIZER_SUGGESTION
Humidity level today?,WEATHER_QUERY
Which fertilizer is best for cotton?,FERTILIZER_SUGGESTION
How much NPK for wheat?,FERTILIZER_SUGGESTION
millet disease fungal infection treatment?,CROP_DISEASE
Best compost for healthy soil,SOIL_HEALTH
Storage method for maize,STORAGE_GUIDE
Kal barsaat hogi kya?,WEATHER_QUERY
What is today's weather?,WEATHER_QUERY
मातीची सुपीकता कशी वाढवावी?,SOIL_HEALTH
soybean me aphids ka ilaj kya hai?,CROP_DISEASE
Best compost for healthy soil,SOIL_HEALTH
How to store sugarcane?,STORAGE_GUIDE
wheat ke liye beej kaunsa le?,SEED_GUIDE
Best nutrients for pulses,FERTILIZER_SUGGESTION
onion me root rot ka ilaj kya hai?,CROP_DISEASE
How much NPK for tomato?,FERTILIZER_SUGGESTION
Which fertilizer is best for sunflower?,FERTILIZER_SUGGESTION
Mitti ki upj kaise badhaye?,SOIL_HEALTH
Which fertilizer is best for maize?,FERTILIZER_SUGGESTION
Kal barsaat hogi kya?,WEATHER_QUERY
wheat ला पाणी कधी द्यावे?,IRRIGATION_GUIDE
How to reduce soil acidity?,SOIL_HEALTH
maize ला पाणी कधी द्यावे?,IRRIGATION_GUIDE
How to reduce soil acidity?,SOIL_HEALTH
rice साठी कोणते खत वापरावे?,FERTILIZER_SUGGESTION
banana disease whitefly treatment?,CROP_DISEASE
High yield variety of grapes,SEED_GUIDE
What is today's weather?,WEATHER_QUERY
Best nutrients for millet,FERTILIZER_SUGGESTION
Is drip irrigation good for cotton?,IRRIGATION_GUIDE
Which fertilizer is best for soybean?,FERTILIZER_SUGGESTION
How to avoid insects while storing sunflower?,STORAGE_GUIDE
tomato साठी सर्वोत्तम बियाणे कोणते?,SEED_GUIDE
Which hybrid seeds are good for pulses?,SEED_GUIDE
sunflower साठी कोणते खत वापरावे?,FERTILIZER_SUGGESTION
Humidity level today?,WEATHER_QUERY
rice कसा साठवावा?,STORAGE_GUIDE
cotton ke liye beej kaunsa le?,SEED_GUIDE
How to protect grapes from blast?,CROP_DISEASE
How to avoid insects while storing wheat?,STORAGE_GUIDE
Storage method for banana,STORAGE_GUIDE
How to store maize?,STORAGE_GUIDE
Which hybrid seeds are good for wheat?,SEED_GUIDE
Mitti ki upj kaise badhaye?,SOIL_HEALTH
आज पाऊस येईल का?,WEATHER_QUERY
rice me paani kab dena chahiye?,IRRIGATION_GUIDE
groundnut साठी कोणते खत वापरावे?,FERTILIZER_SUGGESTION
When should I irrigate maize?,IRRIGATION_GUIDE
onion ko kaise store kare?,STORAGE_GUIDE
How to reduce soil acidity?,SOIL_HEALTH
Symptoms of blast in rice,CROP_DISEASE
मातीची सुपीकता कशी वाढवावी?,SOIL_HEALTH
potato ke liye kaunsa fertilizer sahi hai?,FERTILIZER_SUGGESTION
Best nutrients for sugarcane,FERTILIZER_SUGGESTION
pulses ला पाणी कधी द्यावे?,IRRIGATION_GUIDE
onion ko kaise store kare?,STORAGE_GUIDE
cotton साठी कोणते खत वापरावे?,FERTILIZER_SUGGESTION
Best seed variety for tomato?,SEED_GUIDE
onion ko kaise store kare?,STORAGE_GUIDE
Is drip irrigation good for banana?,IRRIGATION_GUIDE
Best nutrients for rice,FERTILIZER_SUGGESTION
How to reduce soil acidity?,SOIL_HEALTH
How much NPK for onion?,FERTILIZER_SUGGESTION
millet साठी कोणते खत वापरावे?,FERTILIZER_SUGGESTION
cotton ला fungal infection झाला तर काय करावे?,CROP_DISEASE
Humidity level today?,WEATHER_QUERY
Which fertilizer is best for millet?,FERTILIZER_SUGGESTION
banana ko kaise store kare?,STORAGE_GUIDE
cotton me whitefly ka ilaj kya hai?,CROP_DISEASE
Which hybrid seeds are good for wheat?,SEED_GUIDE
rice साठी कोणते खत वापरावे?,FERTILIZER_SUGGESTION
मातीची सुपीकता कशी वाढवावी?,SOIL_HEALTH
Humidity level today?,WEATHER_QUERY
Which hybrid seeds are good for sunflower?,SEED_GUIDE
Symptoms of blast in maize,CROP_DISEASE
Will it rain today in Nashik?,WEATHER_QUERY
How much NPK for rice?,FERTILIZER_SUGGESTION
sugarcane ke liye beej kaunsa le?,SEED_GUIDE
Symptoms of leaf spot in onion,CROP_DISEASE
Storage method for grapes,STORAGE_GUIDE
Storage method for rice,STORAGE_GUIDE
How much NPK for tomato?,FERTILIZER_SUGGESTION
What is today's weather?,WEATHER_QUERY
How often to water tomato?,IRRIGATION_GUIDE
How much NPK for groundnut?,FERTILIZER_SUGGESTION
Best nutrients for sugarcane,FERTILIZER_SUGGESTION
How to avoid insects while storing millet?,STORAGE_GUIDE
Humidity level today?,WEATHER_QUERY
tomato me paani kab dena chahiye?,IRRIGATION_GUIDE
How to store sunflower?,STORAGE_GUIDE
How often to water onion?,IRRIGATION_GUIDE
millet साठी कोणते खत वापरावे?,FERTILIZER_SUGGESTION
High yield variety of pulses,SEED_GUIDE
Storage method for pulses,STORAGE_GUIDE
How to protect onion from aphids?,CROP_DISEASE
मातीची सुपीकता कशी वाढवावी?,SOIL_HEALTH
How often to water onion?,IRRIGATION_GUIDE
Best nutrients for sugarcane,FERTILIZER_SUGGESTION
onion ला पाणी कधी द्यावे?,IRRIGATION_GUIDE
pulses साठी कोणते खत वापरावे?,FERTILIZER_SUGGESTION
cotton disease aphids treatment?,CROP_DISEASE
grapes ke liye beej kaunsa le?,SEED_GUIDE
Best nutrients for soybean,FERTILIZER_SUGGESTION
How to avoid insects while storing grapes?,STORAGE_GUIDE
Kal barsaat hogi kya?,WEATHER_QUERY
मातीची सुपीकता कशी वाढवावी?,SOIL_HEALTH
